Title,Synopsis,"Award Type","Next due date (Y-m-d)","Proposals accepted anytime","Program ID","NSF/PD Num",Status,"Posted date (Y-m-d)",URL,Type,"Solicitation URL"
"Archaeology Program Senior Research Awards (Arch-SR)","The Archaeology Program supports anthropologically relevant archaeological research to increase understanding of past behaviors. This means that the value of the proposed research can be justified within an anthropological context. It is the responsibility of the investigator to explain convincingly why the focus of their research is significant and has the potential to contribute to anthropological knowledge. The program sets no priorities by either geographic region or time period. It also has no priorities in regard to theoretical orientation or question. While the program, in order to encourage innovative research, neither limits nor defines specific categories of research, most proposals either request funds for field research or the analysis of archaeological material through multiple approaches.","standard, continuing","2025-07-01, 2025-07-01",,506170,nsf23566,Cleared,2023-03-06,https://www.nsf.gov/funding/opportunities/arch-sr-archaeology-program-senior-research-awards/nsf23-566,Program,https://www.nsf.gov/funding/opportunities/arch-sr-archaeology-program-senior-research-awards/nsf23-566/solicitation
"Historically Black Colleges and Universities - Undergraduate Program (HBCU-UP)","HBCU-UP provides awards to strengthen STEM undergraduate education and research at Historically Black Colleges and Universities (HBCUs). Support is available through the following tracks: 

Targeted Infusion Projects (TIP), which provide support to achieve a short-term, well-defined goal for enhancing and innovating undergraduate STEM education at an HBCU.
Research on Broadening Participation in STEM projects (BPR), which provide support for research that seeks to create and study new theory-driven models and innovations related to the participation and success of underrepresented groups in STEM undergraduate education, especially African Americans. 
Research Initiation Awards (RIA), which provide support for STEM faculty with no prior or recent research funding to pursue research at the home institution, another research-intensive institution, an NSF-funded research center, or a national laboratory.
Implementation Projects (IMP), which provide support to design, implement, study, and assess comprehensive institutional efforts for increasing the number of students receiving undergraduate degrees in STEM and enhancing their preparation by strengthening STEM education and research. 
Broadening Participation Research Centers (BPRC), which provide support to create centers that conduct research on STEM education and broadening participation and build the intellectual infrastructure to facilitate the creation, integration, and transfer of new knowledge.
Other Funding Opportunities include EArly-Concept Grants for Exploratory Research (EAGER), Rapid Response Research (RAPID), conference, and planning grants.","standard, continuing","2025-07-22, 2025-07-22",,5481,nsf23563,Cleared,2023-02-27,https://www.nsf.gov/funding/opportunities/hbcu-historically-black-colleges-universities-undergraduate/nsf23-563,Program,https://www.nsf.gov/funding/opportunities/hbcu-historically-black-colleges-universities-undergraduate/nsf23-563/solicitation
"GEO EMpowering BRoader Academic Capacity and Education (GEO-EMBRACE)",,"standard, continuing",,,,nsf23058,,2023-02-27,https://www.nsf.gov/funding/opportunities/dcl-geo-empowering-broader-academic-capacity-education-geo,"Dear colleague letter",
"Novel Approaches to Critical Minerals Research in the Geosciences (GEO-CM)",,"standard, continuing",,,,nsf23057,,2023-02-22,https://www.nsf.gov/funding/opportunities/dcl-novel-approaches-critical-minerals-research-geosciences-geo,"Dear colleague letter",
"Growing Research Access for Nationally Transformative Economic Development (GRANTED)","GRANTED supports ambitious ideas and innovative strategies to address challenges and inequalities within the research enterprise. The research enterprise is broadly defined and includes administrative support and service infrastructure such as, but not limited to, human capital, research development and administration, research analytics, technology transfer and commercialization, corporate relations/public-private partnerships, research integrity, compliance and security, research policy, administration of student research training, and research leadership. Strengthening this administrative infrastructure supporting research and STEM training is necessary to fully utilize the Nation's talent and capabilities and empower America's organizations that engage in or support research, to participate in a diverse, equitable, and internationally competitive research enterprise.
Program Description
A strong national research enterprise relies on more than funding for the research itself. It also requires robust administrative support and service infrastructure, which is often unseen, yet includes critical components of the research enterprise. This infrastructure enables the development of proposals and management of awards. It supports broader impacts activities through technology transfer, public-private partnerships and community engaged research. Policy and process guides research compliance and enables the security and integrity of the work. Research analytics and communication, managing the training of our scientific workforce, and harnessing the creativity and drive of research leadership, and more, are fundamental components of the infrastructure. Access to, and provisioning of, administrative infrastructure varies significantly among organizations in research, resulting in structural barriers that impede broad participation in the Nation's research and discovery opportunities. Securing global leadership demands we act together to transform the research enterprise to be more resilient, sustainable, equitable, and diverse.
The GRANTED initiative provides unique opportunities to realize this vision for research enterprise infrastructure. Proposals in response to this GRANTED program description should be broadly inclusive and engage the professional, administrative research support and service workforce in project leadership roles described within proposals. Proposed projects should look beyond individual and discipline-specific research needs and focus on activities that create institution/organization-wide impact. Projects that identify nationally scalable models to build and sustain research enterprise infrastructure are strongly encouraged.  Competitive proposals will recognize structural challenges and include goals to implement interventions, solutions, and/or strategies that will mitigate the challenges and broaden participation. Proposals must be centered around one or more of the three main themes of GRANTED:


Enhancing practices and processes within the research enterprise;


Developing and strengthening human capital within the research enterprise;


Translating effective practices related to the research enterprise into diverse institutional and organizational contexts through partnerships with professional societies and organizations.


All types of institutions and organizations engaged, or aspiring to be engaged, in the research enterprise are invited to participate, as described in the current NSF Proposal and Award Policies and Procedures Guide (PAPPG) Part 1/Chapter 1, Section E. Prospective PIs are strongly encouraged to contact GRANTED initiative personnel (GRANTED@nsf.gov) with inquiries prior to developing and submitting a proposal to this program description. The project budget and duration should be determined by the scope of the proposed activities and presented in accordance with the PAPPG. GRANTED is not intended to fund discipline-specific STEM research and training projects.
Collectively, proposals funded through this Program Description will: 1) advance transformation of the national research enterprise, 2) generate scalable models that mitigate structural barriers and expand research capacity and competitiveness, 3) create new and authentic collaborations, partnerships, and communities centered around strengthening the Nation's research enterprise, 4) diversify the project leadership, institutions, ideas, and approaches that NSF funds, and 5) broaden participation in the Nation's research enterprise.",,,1,506178,pd23221Y,Cleared,2023-02-15,https://www.nsf.gov/funding/opportunities/granted-growing-research-access-nationally-transformative-economic/pd23-221y,Program,https://www.nsf.gov/policies/pappg
"Research on Integrated Photonics Utilizing AIM Photonics Capabilities",,"supplemental, standard, continuing",,,,nsf23054,,2023-02-10,https://www.nsf.gov/funding/opportunities/dcl-research-integrated-photonics-utilizing-aim-photonics,"Dear colleague letter",
"Supporting Workshops to Develop a Strategy for the NSF Arctic Observing Network (AON) Program",,standard,,,,nsf23052,,2023-02-02,https://www.nsf.gov/funding/opportunities/dcl-supporting-workshops-develop-strategy-nsf-arctic-observing,"Dear colleague letter",
"Special Guidelines for Submitting Collaborative Proposals in Cybersecurity under U.S. National Science Foundation (NSF) and Deutsche Forschungsgemeinschaft e.V. (German Research Foundation, DFG) Collaborative Research Opportunities",,"standard, continuing",,,,nsf23051,,2023-02-02,https://www.nsf.gov/funding/opportunities/dcl-special-guidelines-submitting-collaborative-proposals,"Dear colleague letter",
"Announcing Creation of Manufacturing Systems Integration (MSI) Program",,"standard, continuing",,,,nsf23050,,2023-02-01,https://www.nsf.gov/funding/opportunities/dcl-announcing-creation-manufacturing-systems-integration-msi,"Dear colleague letter",
"NSF-Swiss NSF Lead Agency Opportunity",,"standard, continuing",,,,nsf23049,,2023-01-27,https://www.nsf.gov/funding/opportunities/dcl-nsf-swiss-nsf-lead-agency-opportunity,"Dear colleague letter",
"Centers of Research Excellence in Science and Technology Postdoctoral Research Program (CREST-PRP)","The Centers of Research Excellence in Science and Technology (CREST) program provides support to enhance the research capabilities of minority-serving institutions (MSIs) through the establishment of centers that effectively integrate education and research. CREST promotes the development of new knowledge, enhancements of the research productivity of individual faculty, and an expanded presence of students who are members of groups underrepresented in science, technology, engineering, and mathematics (STEM) disciplines. 
The CREST Postdoctoral Research Program (CREST-PRP) awards are part of the overarching CREST program and provide two years of support for research experience and training for early career scientists at active CREST Centers. The goal of the CREST-PRP awards is to increase the workforce presence of individuals from groups underrepresented in STEM fields. CREST-PRP awards recognize investigators with significant potential and provide them with research experiences that broaden perspectives, facilitate interdisciplinary interactions, and prepare CREST-PRP scholars for positions of leadership within the scientific community. Postdoctoral scholars conduct research on topics aligned with the research focus of the host CREST Center. The awards are also designed to provide active mentoring to the postdoctoral scholars by the scientific mentor who, in turn, will benefit from the incorporation of these talented scientists into their research groups. 
Proposals must be submitted by individual postdoctoral candidates. However, if an award is recommended, the award will be transferred to the host institution where the postdoctoral scholar will be named as the PI. The award will be issued to the host institution as a regular research award, and the award will be administered by the host institution. 
Women, veterans, persons with disabilities, and members of groups underrepresented in STEM are especially encouraged to apply.",standard,"2025-10-03, 2025-10-03",,506119,nsf23555,Cleared,2023-01-26,https://www.nsf.gov/funding/opportunities/crest-prp-centers-research-excellence-science-technology-postdoctoral/nsf23-555,Program,https://www.nsf.gov/funding/opportunities/crest-prp-centers-research-excellence-science-technology-postdoctoral/nsf23-555/solicitation
"Manufacturing Systems Integration (MSI)","The Manufacturing Systems Integration (MSI) Program supports fundamental research addressing the opportunities and challenges that digital technologies present for the next industrial revolution, with particular emphasis on the digital integration of design and manufacturing within the larger life cycle ecosystem.  Manufacturing Systems Integration proposals should address underlying principles and advances that are generalizable for globally competitive and world leading industries. Connectivity, automation, and secure collaboration are examples of areas that are integral to digital environments capable of supporting the innovation, realization and sustainment of manufactured products and systems in the value creation process. 
 
Fundamental generalizable research for manufacturing systems integration might include, for example:
 

Digital representation, protocols, and/or processes for integration and collaboration in manufacturing systems (machines and/or humans)
Intelligent self-organizing production systems
Ease of use, interoperability and seamless integration of technologies, machines, and humans
Service-oriented architectures and systems
Data sets that are compatible and usable across platforms
Reliable and secure communications within and across the manufacturing value chain
Integration of distributed manufacturing systems across time and space, including incorporating both legacy and leading-edge equipment and technologies
Methods for assessing the impact and value of externalities throughout the life cycle within the digital environment

 
 
Interdisciplinary, convergent proposals that bring diverse perspectives, populations, disciplines, and capabilities together are welcome.  It is strongly encouraged and expected that investigators discuss their ideas with a MSI program director well in advance of proposal submission.",,,1,505941,pd23229Y,Cleared,2023-01-11,https://www.nsf.gov/funding/opportunities/msi-manufacturing-systems-integration/pd23-229y,Program,https://www.nsf.gov/policies/pappg
"MPS-NCI SuPporting new AReas of Knowledge (SPARK): Cancer as a Living Material - New Ideas and New Connection",,supplemental,,,,nsf23039,,2023-01-03,https://www.nsf.gov/funding/opportunities/dcl-mps-nci-supporting-new-areas-knowledge-spark-cancer-living,"Dear colleague letter",
"Special Guidelines for Submitting Proposals: NSF and DFG Opportunity for Collaborations in Physics",,"standard, continuing",,,,nsf23036,,2022-12-27,https://www.nsf.gov/funding/opportunities/dcl-special-guidelines-submitting-proposals-nsf-dfg-opportunity,"Dear colleague letter",
"Scholarships in STEM Network (S-STEM-Net)","Through this solicitation, NSF seeks to foster a network of S-STEM stakeholders and further develop the infrastructure needed to generate and disseminate new knowledge, successful practices and effective design principles arising from NSF S-STEM projects nationwide. The ultimate vision of the legislation governing the S-STEM parent program[1] (and of the current S-STEM-Net solicitation) is that all Americans, regardless of economic status, should be able to contribute to the American innovation economy if they so desire.
To support collaboration within the S-STEM network, NSF will fund several S-STEM Research Hubs (S-STEM-Hub). The S-STEM Network (S-STEM-Net) will collaborate to create synergies and sustain a robust national ecosystem consisting of multi-sector partners supporting domestic low-income STEM students in achieving their career goals, while also ensuring access, inclusion, and adaptability to changing learning needs. The Hubs will investigate evolving barriers to the success of this student population. It will also disseminate the context and circumstances by which interventions and practices that support graduation of domestic low-income students (both undergraduate and graduate) pursuing careers in STEM are successful.
The target audience for this dissemination effort is the community of higher education institutions, faculty, scholars, researchers and evaluators, local and regional organizations, industry, and other nonprofit, federal, state, and local agencies concerned with the success of domestic low-income STEM students in the United States.
[1] https://www.nsf.gov/pubs/2022/nsf22527/nsf22527.htm",standard,"2025-08-14, 2025-08-14",,505889,nsf23536,Cleared,2022-12-22,https://www.nsf.gov/funding/opportunities/s-stem-net-scholarships-stem-network/nsf23-536,Program,https://www.nsf.gov/funding/opportunities/s-stem-net-scholarships-stem-network/nsf23-536/solicitation
"Archaeology Program - Doctoral Dissertation Research Improvement Grants (Arch-DDRIG)","The Archaeology Program supports anthropologically relevant archaeological research. This means that the value of the proposed research can be justified within an anthropological context. The program sets no priorities by either geographic region or time period. It also has no priorities in regard to theoretical orientation or question and it is the responsibility of the investigator to explain convincingly why the focus of their research  is significant and has the potential to contribute to anthropological knowledge. While the program, in order to encourage innovative research, neither limits nor defines specific categories of research, most applications either request funds for field research or the analysis of archaeological material through multiple approaches. The program also supports methodological projects which develop analytic techniques of potential archaeological value.",standard,,1,505076,nsf23531,Cleared,2022-12-13,https://www.nsf.gov/funding/opportunities/arch-ddrig-archaeology-program-doctoral-dissertation-research/nsf23-531,Program,https://www.nsf.gov/funding/opportunities/arch-ddrig-archaeology-program-doctoral-dissertation-research/nsf23-531/solicitation
"Biological Oceanography (BioOce)","The Biological Oceanography Program supports fundamental research in biological oceanography and marine ecology in environments ranging from estuarine, coastal, and open ocean systems to the deep sea, as well as in the Great Lakes. Proposals submitted to the Program must have a compelling context in population, community, or ecosystem ecology or oceanography, as well as address topics that will contribute significantly to the understanding of marine or Great Lakes ecosystems. The Program supports interdisciplinary research and often co-reviews and co-funds projects with various programs in the Division of Ocean Sciences and the Directorate of Biological Sciences (BIO), among others. Details on research topics funded by the Program, including supplements, RAPIDS, and EAGERS, can be found by selecting the link under Related URLS titled: “Additional Program Information.” To view research projects funded by the Program select the link below titled “What Has Been Funded (Recent Awards Made Through This Program, with Abstracts).”",,"2025-08-15, 2025-08-15",,506154,pd231650,Cleared,2022-12-12,https://www.nsf.gov/funding/opportunities/biooce-biological-oceanography/pd23-1650,Program,https://www.nsf.gov/policies/pappg
"Oceanographic Facilities and Equipment Support","Oceanographic facilities and equipment are supported by the Integrative Programs Section (IPS) of the Division of Ocean Sciences (OCE), Directorate for Geosciences (GEO). These awards are made for the procurement, conversion and/or upgrade, enhancement, or annual operation of platforms in the ocean, coastal and near-shore waters, and Great Lakes. Awards are generally directed specifically to support facilities that lend themselves to shared use within the broad range of Federally supported research and education programs. Most of these platforms and facilities also receive partial support from other federal agencies, state and local governments, and private sources on a proportional basis usually through a daily rate mechanism. The primary objective of these awards is to ensure the availability of appropriate oceanographic facilities for Federally funded investigators and educators. Individual project-based facilities and instrumentation, limited to one, or a small group of, investigator(s), should be supported through appropriate research programs as opposed to through the IPS programs listed herein.
The individual programs covered within this solicitation include:
1. Oceanographic Technical Services (Tech Services)
2. Oceanographic Instrumentation (OI)
3. Shipboard Scientific Support Equipment (SSSE)
Oceanographic Technical Service (Tech Services): The Tech Services Program provides support of institutional technical services to enhance the scientific productivity of research programs, aboard research vessels and in shore-based, shared-use facilities. Research vessel technical services include quality assurance, scheduling of technical support, logistical assistance, and at-sea supervision of the instrumentation and shared-use equipment available to sea-going researchers. This program also provides baseline operational support for the University-National Oceanographic Laboratory System (UNOLS) equipment pools (wire, vans and winches). Support of research vessel technical services and UNOLS equipment pools includes salaries and related expenses, maintenance and calibration of sensors and instrumentation, and associated travel. Oceanographic technical services support requests must be directly attributable to NSF-sponsored science. With the exception of the wire pool, requests for new or replacement capital equipment must be made through the SSSE or OI programs.
Oceanographic Instrumentation (OI): The OI Program provides support to enhance the scientific capabilities and productivity of seagoing research projects that utilize research vessels as well as shore-based, shared-use facilities. Proposals may include shared-use instrumentation for the collection, processing, and analysis of oceanographic data. Typical instrumentation includes sensors, acoustic systems, data loggers, water sampling rosettes, biological net systems, coring equipment and auto-analyzers. Proposals must be for instrumentation that will support multiple research projects. OI proposals are generally submitted by the institution's Tech Services manager whose operational funding is provided through the OCE Technical Services Program.  
Shipboard Scientific Support Equipment (SSSE): The SSSE Program provides support to improve safety and enhance scientific capabilities and productivity of seagoing research programs that utilize research vessels as well as shore-based, shared-use facilities.. Proposals may include new permanent or portable equipment required to outfit a vessel to conduct oceanographic research as well as overhaul of equipment previously funded under this program, including science handling systems (winches, frames, cranes, etc.), navigation and communication equipment, and safety and regulatory-related items. Requests for purchase of new winch pool or van pool capital equipment must be submitted to this program. SSSE proposals are generally submitted by the institution's Marine Superintendent whose operational funding is provided through the Ship Operations Program in OCE.","standard, continuing, coop","2026-01-12, 2026-01-12",,504848,nsf23525,Cleared,2022-11-30,https://www.nsf.gov/funding/opportunities/oceanographic-facilities-equipment-support/nsf23-525,Program,https://www.nsf.gov/funding/opportunities/oceanographic-facilities-equipment-support/nsf23-525/solicitation
"Strengthening the Cyberinfrastructure Professionals Ecosystem","The overarching goal of this solicitation is to democratize access to NSF’s advanced cyberinfrastructure (CI) ecosystem and ensure fair and equitable access to resources, services, and expertise by strengthening how Cyberinfrastructure Professionals (CIP) function in this ecosystem. It aims to achieve this by (1) deepening the integration of CIPs into the research enterprise, and (2) fostering innovative and scalable education, training, and development of instructional materials, to address emerging needs and unresolved bottlenecks in CIP workforce development. Specifically, this solicitation seeks to nurture, grow and recognize the national CIP[1] workforce that is essential for creating, utilizing and supporting advanced CI to enable and potentially transform fundamental science and engineering (S&E) research and education and contribute to the Nation's overall economic competitiveness and security. Together, the principal investigators (PIs), technology platforms, tools, and expert CIP workforce supported by this solicitation operate as an interdependent ecosystem wherein S&E research and education thrive. This solicitation will support  NSF’s advanced CI ecosystem with a scalable, agile, diverse, and sustainable network of CIPs that can ensure broad adoption of advanced CI resources and expert services including platforms, tools, methods, software, data, and networks for research communities, to catalyze major research advances, and to enhance researchers' abilities to lead the development of new CI. 
The SCIPE program is led by the Office of Advanced Cyberinfrastructure (OAC) in the Directorate for Computer and Information Science and Engineering (CISE) and has participation from other NSF directorates/divisions, as described in Section II. Program Description, Programmatic Areas of Interest. Not all directorates/divisions are participating at the same level, and some have specific research and education priorities. The appropriate contact for the SCIPE program in any directorate/division is the Cognizant Program Officer (PO) for the respective directorate/division/office/program listed below.
All projects are expected to clearly articulate how they address essential community needs, will provide resources that will be widely available to and usable by the research community, and will broaden participation from underrepresented groups. Prospective PIs are strongly encouraged to contact the Cognizant Program Officers in CISE/OAC and in the participating directorate/division relevant to the proposal to ascertain whether the focus and budget of their proposed activities are appropriate for this solicitation. Such consultations should be completed at least one month before the submission deadline. PIs should include the names of the Cognizant Program Officers consulted in a Single Copy Document as described in Section V.A. Proposal Preparation Instructions. The intent of the SCIPE program is to encourage collaboration between CI and S&E domain disciplines. (For this purpose, units of CISE other than OAC are considered domain disciplines.) To ensure relevance to community needs and to facilitate adoption, those proposals of interest to one or more domain divisions must include at least one PI/co-PI with expertise relevant to the targeted research discipline. All proposals shall include at least one PI/co-PI with expertise pertinent to OAC.
Prospective PIs contemplating submissions that primarily target communities relevant to directorates/divisions that are not participating in this solicitation are directed to explore instead the education and workforce development programs of the respective directorates/divisions.
 

[1] 9 CI Professionals refers to the community of individuals who provide a broad spectrum of skills and expertise to the scientific and engineering research enterprise by inventing, developing, deploying and/or supporting research CI and CI users. Examples of CI Professionals include CI system administrators, CI research support staff, CI research software engineers, data curators, and CI facilitators, and may also include computational research scientists and engineers who are not in traditional academic paths. See: Transforming Science Through Cyberinfrastructure: NSF’s Blueprint for Cyberinfrastructure Learning and Workforce Development, https://www.nsf.gov/cise/oac/vision/blueprint-2019/CI-LWD.pdf.","standard, continuing, coop",,,506137,nsf23521,"Waiting for new publication",2022-11-21,https://www.nsf.gov/funding/opportunities/strengthening-cyberinfrastructure-professionals-ecosystem/nsf23-521,Program,https://www.nsf.gov/funding/opportunities/strengthening-cyberinfrastructure-professionals-ecosystem/nsf23-521/solicitation
"Training-based Workforce Development for Advanced Cyberinfrastructure","This program seeks to prepare, nurture, and grow the national scientific research workforce for creating, utilizing, and supporting advanced cyberinfrastructure (CI) to enable and potentially transform fundamental science and engineering (S&E) research and education and contribute to the Nation's overall economic competitiveness and security. The goals of this solicitation are to (i) ensure broad adoption of CI tools, methods, and resources by the research community in order to catalyze major research advances and to enhance researchers’ abilities to lead the development of new CI, and (ii) integrate core literacy and discipline-appropriate advanced skills in advanced CI as well as computational and data-driven methods for advancing fundamental research, into the Nation’s undergraduate and graduate educational curriculum/instructional materials. Proposals responding to this solicitation may target one or both of the two solicitation goals. For the purpose of this solicitation, advanced CI is broadly defined as the set of resources, tools, methods, and services for advanced computation, large-scale data handling and analytics, and networking and security for large-scale systems that collectively enable potentially transformative fundamental S&E research and education.
This solicitation calls for innovative, scalable training, education, and curriculum/instructional materials—targeting one or more of the solicitation goals—to address emerging needs and unresolved bottlenecks in the S&E research workforce development, from the postsecondary level to active researchers to CI professionals. The funded activities, spanning targeted, multidisciplinary communities, should lead to transformative changes in the state of research workforce preparedness for advanced CI-enabled research in the short- and long-term. This solicitation also seeks to broaden CI access and adoption by (i) increasing the adoption of advanced CI and computational and data-driven methods to a broader range of S&E disciplines and institutions and (ii) effectively utilizing the capabilities of individuals from a diverse set of underrepresented groups. Proposals from, and in partnership with, the aforementioned communities are especially encouraged.
There are two project classes as defined below:

Pilot Projects: up to $300,000 total budget with durations up to two years; and
Implementation Projects: Small (with total budgets of up to $500,000) or Medium (with total budgets of up to $1,000,000) for durations of up to four years.

Section II. Program Description provides a more complete description of the project classes. Section V.A. Proposal Preparation Instructions describes the proposal elements required for the various project classes in order to address the suitable set of solicitation-specific review criteria.
The CyberTraining program is led by the Office of Advanced Cyberinfrastructure (OAC) in the Directorate for Computer and Information Science and Engineering (CISE) and has participation from other NSF directorates/divisions, as described in Section II. Program Description, Programmatic Areas of Interest. Not all directorates/divisions are participating at the same level, and some have specific research and education priorities. The appropriate contact for the CyberTraining program in any directorate/division is the Cognizant Program Officer (PO) for the respective directorate/division/office/program listed below.
All projects are expected to clearly articulate how they will address important community needs, provide resources that will be widely available to and usable by the research community, and broaden participation from underrepresented groups. Prospective principal investigators (PIs) are strongly encouraged to contact the Cognizant Program Officers in CISE/OAC and in the participating directorate/division relevant to the proposal to ascertain whether the focus and budget of their proposed activities are appropriate for this solicitation. Such consultations should be completed at least one month in advance of the submission deadline. PIs should include the names of the Cognizant Program Officers consulted in a Single Copy Document as described in Section V.A. Proposal Preparation Instructions. The intent of the CyberTraining program is to encourage collaboration between CI and S&E domain disciplines. (For this purpose, units of CISE other than OAC are considered domain disciplines.) To ensure relevance to community needs and to facilitate adoption, those proposals of interest to one or more domain divisions must include at least one PI/co-PI with expertise relevant to the targeted research discipline. All proposals shall include at least one PI/co-PI with expertise relevant to OAC.
Prospective PIs contemplating submissions that primarily target communities relevant to directorates/divisions that are not participating in this solicitation are directed to instead explore the education and workforce development programs of the respective directorates/divisions.","standard, continuing, coop","2026-01-15, 2026-01-15",,505342,nsf23520,Cleared,2022-11-21,https://www.nsf.gov/funding/opportunities/training-based-workforce-development-advanced/nsf23-520,Program,https://www.nsf.gov/funding/opportunities/training-based-workforce-development-advanced/nsf23-520/solicitation
"Major Research Instrumentation Program (MRI)","The Major Research Instrumentation (MRI) Program (MRI Program Website) serves to increase access to multi-user scientific and engineering instrumentation for research and research training in our Nation's institutions of higher education and not-for-profit scientific/engineering research organizations. An MRI award supports the acquisition of a multi-user research instrument that is commercially available through direct purchase from a vendor, or for the personnel costs and equipment that are required for the development of an instrument with new capabilities, thereby advancing instrumentation capabilities and enhancing expertise for instrument design and fabrication at academic institutions. MRI instruments are, in general, too costly and/or not appropriate for support through other NSF programs.
MRI provides support to acquire critical research instrumentation without which advances in fundamental science and engineering research may not otherwise occur. MRI also provides support to obtain next-generation research instruments by developing instruments with new capabilities that open new opportunities to advance the frontiers in science and engineering research. Additionally, an MRI award is expected to enhance research training of students who will become the next generation of instrument users, designers and builders.
An MRI proposal may request from NSF up to $4 million for either acquisition or development of a research instrument. Each performing organization may submit in revised ""Tracks"" as defined below, with no more than two (2) submissions in Track 1 and no more than one (1) submission in Track 2. For the newly defined Track 3, no more than one (1) submission per competition is permitted.  As a result, it is now possible for an institution to submit up to four MRI proposals within the Track limits as described above.

Track 1: Track 1 MRI proposals are those that request funds from NSF greater than $100,000[1] and less than $1,400,000.
Track 2: Track 2 MRI proposals are those that request funds from NSF greater than or equal to $1,400,000 up to and including $4,000,000.
Track 3: Track 3 MRI proposals are those that request funds from NSF greater than or equal to $100,000[1] and less than or equal to $4,000,000 that include the purchase, installation, operation, and maintenance of equipment and instrumentation to conserve or reduce the consumption of helium. Institutions may submit no more than one Track 3 proposal. Submission of a Track 3 proposal does not impact limits that apply for Track 1 and Track 2 proposals.

Cost sharing requirements for new awards in the MRI Program are waived for a period of 5 years beginning with the FY 2023 MRI competition. Institutional submission limits for Track 1, Track 2 and Track 3 proposals remain.
The MRI Program especially seeks broad representation of groups, institutions, and geographic regions that are underrepresented in STEM disciplines. Proposals from women, underrepresented minorities, persons with disabilities and early-career PIs are encouraged, as are proposals that benefit early-career researchers and proposals with PIs from geographically underserved regions, including EPSCoR jurisdictions. Additionally, proposals are encouraged from under-resourced institutions, including from emerging research institutions, where MRI can significantly build capacity for research.
___________________________
[1]Track 1 proposals requesting funds from NSF less than $100,000 will be accepted only from: a) eligible performing organizations requesting instrumentation supporting research in the disciplines of mathematics or social, behavioral and economic sciences; or b) non-Ph.D.-granting institutions of higher education requesting instrumentation supporting research in any NSF-supported disciplines.",standard,"2025-11-14, 2025-11-14",,5260,nsf23519,Cleared,2022-11-21,https://www.nsf.gov/funding/opportunities/mri-major-research-instrumentation-program/nsf23-519,Program,https://www.nsf.gov/funding/opportunities/mri-major-research-instrumentation-program/nsf23-519/solicitation
"Non-Academic Research Internships for Graduate Students in Geothermal Energy Supplemental Funding Opportunity (Geothermal INTERN)",,supplemental,,,,nsf23024,,2022-11-15,https://www.nsf.gov/funding/opportunities/dcl-non-academic-research-internships-graduate-students,"Dear colleague letter",
"Reproducibility and Replicability in Science",,"standard, continuing",,,,nsf23018,,2022-10-25,https://www.nsf.gov/funding/opportunities/dcl-reproducibility-replicability-science,"Dear colleague letter",
"Cyberinfrastructure, Data and Computation Opportunities for CMMI",,"standard, continuing",,,,nsf23017,,2022-10-24,https://www.nsf.gov/funding/opportunities/dcl-cyberinfrastructure-data-computation-opportunities-cmmi,"Dear colleague letter",
"Improving Undergraduate STEM Education: Directorate for STEM Education (IUSE: EDU)","Synopsis of Program:
The fields of science, technology, engineering, and mathematics (STEM) hold much promise as sectors of the economy where we can expect to see continuous vigorous growth in the coming decades. STEM job creation is expected to outpace non-STEM job creation significantly, according to the Commerce Department, reflecting the importance of STEM knowledge to the US economy.
The National Science Foundation (NSF) plays a leadership role in developing and implementing efforts to enhance and improve STEM education in the United States. Through the NSF Improving Undergraduate STEM Education (IUSE) initiative, the agency continues to make a substantial commitment to the highest caliber undergraduate STEM education through a Foundation-wide framework of investments. The IUSE: EDU is a core NSF STEM education program that seeks to promote novel, creative, and transformative approaches to generating and using new knowledge about STEM teaching and learning to improve STEM education for undergraduate students. The program is open to application from all institutions of higher education and associated organizations. NSF places high value on educating students to be leaders and innovators in emerging and rapidly changing STEM fields as well as educating a scientifically literate public. In pursuit of this goal, IUSE: EDU supports projects that seek to bring recent advances in STEM knowledge into undergraduate education, that adapt, improve, and incorporate evidence-based practices into STEM teaching and learning, and that lay the groundwork for institutional improvement in STEM education. In addition to innovative work at the frontier of STEM education, this program also encourages replication of research studies at different types of institutions and with different student bodies to produce deeper knowledge about the effectiveness and transferability of findings.
IUSE: EDU also seeks to support projects that have high potential for broader societal impacts, including improved diversity of students and instructors participating in STEM education, professional development for instructors to ensure adoption of new and effective pedagogical techniques that meet the changing needs of students, and projects that promote institutional partnerships for collaborative research and development. IUSE: EDU especially welcomes proposals that will pair well with the efforts of NSF INCLUDES (https://www.nsf.gov/news/special_reports/nsfincludes/index.jsp) to develop STEM talent from all sectors and groups in our society.
For all the above objectives, the National Science Foundation invests primarily in evidence-based and knowledge-generating approaches to understand and improve STEM learning and learning environments, improve the diversity of STEM students and majors, and prepare STEM majors for the workforce. In addition to contributing to STEM education in the host institution(s), proposals should have the promise of adding more broadly to our understanding of effective teaching and learning practices.
The IUSE: EDU program features two tracks: (1) Engaged Student Learning and (2) Institutional and Community Transformation. ","standard, continuing","2025-07-16, 2025-07-16",,505082,nsf23510,Cleared,2022-10-19,https://www.nsf.gov/funding/opportunities/iuse-edu-improving-undergraduate-stem-education-directorate-stem/nsf23-510,Program,https://www.nsf.gov/funding/opportunities/iuse-edu-improving-undergraduate-stem-education-directorate-stem/nsf23-510/solicitation
